,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado,posicao_m,posicao_v,aproveitamento_5r_v,aproveitamento_5r_m,aproveitamento_10r_v,aproveitamento_10r_m
2496,brasileiro-a,2011,23,11-09,Figueirense,Vasco,1,1,EMPATE,12.0,2.0,0.53,0.47,0.67,0.47
2497,brasileiro-a,2011,23,11-09,Fluminense,Corinthians,1,0,MANDANTE,5.0,1.0,0.4,0.67,0.47,0.63
2498,brasileiro-a,2011,23,11-09,Palmeiras,Internacional,0,3,VISITANTE,8.0,7.0,0.4,0.4,0.47,0.4
2499,brasileiro-a,2011,23,10-09,América-MG,Avaí,2,2,EMPATE,20.0,19.0,0.47,0.33,0.43,0.3
2500,brasileiro-a,2011,23,10-09,Santos,Cruzeiro,1,0,MANDANTE,11.0,14.0,0.47,0.73,0.33,0.47
2501,brasileiro-a,2011,22,08-09,Corinthians,Flamengo,2,1,MANDANTE,1.0,5.0,0.13,0.4,0.5,0.47
2502,brasileiro-a,2011,22,08-09,Bahia,Grêmio,1,2,VISITANTE,16.0,9.0,0.4,0.33,0.4,0.43
2503,brasileiro-a,2011,22,08-09,Vasco,Coritiba,2,0,MANDANTE,3.0,11.0,0.53,0.53,0.5,0.6
2504,brasileiro-a,2011,22,07-09,Atlético-GO,Figueirense,1,1,EMPATE,12.0,10.0,0.4,0.8,0.43,0.63
2505,brasileiro-a,2011,22,07-09,Atlético-PR,Palmeiras,2,2,EMPATE,19.0,7.0,0.4,0.33,0.47,0.43
2506,brasileiro-a,2011,22,07-09,Cruzeiro,Fluminense,1,2,VISITANTE,14.0,6.0,0.67,0.47,0.53,0.33
2507,brasileiro-a,2011,22,07-09,Avaí,Santos,1,2,VISITANTE,18.0,13.0,0.53,0.47,0.37,0.43
2508,brasileiro-a,2011,22,07-09,Botafogo,Ceará,4,0,MANDANTE,4.0,15.0,0.47,0.6,0.37,0.7
2509,brasileiro-a,2011,22,07-09,Internacional,América-MG,4,2,MANDANTE,8.0,20.0,0.4,0.4,0.33,0.37
2510,brasileiro-a,2011,22,07-09,São Paulo,Atlético-MG,2,1,MANDANTE,2.0,17.0,0.4,0.4,0.33,0.53
2511,brasileiro-a,2011,21,04-09,Ceará,Internacional,1,1,EMPATE,14.0,10.0,0.4,0.47,0.43,0.37
2512,brasileiro-a,2011,21,04-09,América-MG,Vasco,4,1,MANDANTE,20.0,3.0,0.73,0.2,0.7,0.27
2513,brasileiro-a,2011,21,04-09,Coritiba,Corinthians,1,0,MANDANTE,8.0,1.0,0.47,0.53,0.47,0.43
2514,brasileiro-a,2011,21,04-09,Flamengo,Bahia,1,3,VISITANTE,5.0,16.0,0.2,0.2,0.37,0.53
2515,brasileiro-a,2011,21,04-09,Grêmio,Atlético-PR,4,0,MANDANTE,13.0,19.0,0.4,0.4,0.53,0.4
2516,brasileiro-a,2011,21,04-09,Palmeiras,Cruzeiro,1,1,EMPATE,6.0,11.0,0.6,0.33,0.4,0.43
2517,brasileiro-a,2011,21,03-09,Atlético-MG,Avaí,2,0,MANDANTE,17.0,18.0,0.47,0.2,0.43,0.23
2518,brasileiro-a,2011,21,03-09,Figueirense,São Paulo,1,2,VISITANTE,9.0,2.0,0.27,0.47,0.47,0.47
2519,brasileiro-a,2011,21,03-09,Fluminense,Atlético-GO,3,2,MANDANTE,7.0,12.0,1.0,0.47,0.67,0.53
2520,brasileiro-a,2011,20,01-09,Bahia,América-MG,0,0,EMPATE,16.0,20.0,0.33,0.33,0.23,0.33
2521,brasileiro-a,2011,20,31-08,Avaí,Flamengo,3,2,MANDANTE,17.0,4.0,0.4,0.27,0.57,0.43
2522,brasileiro-a,2011,20,31-08,Botafogo,Palmeiras,3,1,MANDANTE,3.0,6.0,0.4,0.8,0.47,0.6
2523,brasileiro-a,2011,20,31-08,Internacional,Santos,3,3,EMPATE,10.0,15.0,0.47,0.53,0.33,0.4
2524,brasileiro-a,2011,20,31-08,São Paulo,Fluminense,1,2,VISITANTE,5.0,8.0,0.27,0.47,0.43,0.57
2525,brasileiro-a,2011,20,31-08,Atlético-GO,Coritiba,3,1,MANDANTE,9.0,12.0,0.53,0.8,0.53,0.57
2526,brasileiro-a,2011,20,31-08,Atlético-PR,Atlético-MG,0,1,VISITANTE,19.0,18.0,0.0,0.47,0.13,0.53
2527,brasileiro-a,2011,20,31-08,Cruzeiro,Figueirense,2,4,VISITANTE,11.0,7.0,0.47,0.6,0.4,0.5
2528,brasileiro-a,2011,20,31-08,Corinthians,Grêmio,3,2,MANDANTE,1.0,14.0,0.47,0.33,0.43,0.47
2529,brasileiro-a,2011,20,31-08,Vasco,Ceará,3,1,MANDANTE,2.0,13.0,0.47,0.53,0.47,0.7
2530,brasileiro-a,2011,19,28-08,Atlético-MG,Cruzeiro,1,2,VISITANTE,19.0,7.0,0.4,0.07,0.4,0.23
2531,brasileiro-a,2011,19,28-08,Figueirense,Avaí,2,3,VISITANTE,10.0,18.0,0.27,0.67,0.37,0.43
2532,brasileiro-a,2011,19,28-08,Ceará,Bahia,3,0,MANDANTE,13.0,16.0,0.33,0.27,0.37,0.4
2533,brasileiro-a,2011,19,28-08,Flamengo,Vasco,0,0,EMPATE,2.0,4.0,0.67,0.53,0.77,0.63
2534,brasileiro-a,2011,19,28-08,Grêmio,Internacional,2,1,MANDANTE,14.0,8.0,0.53,0.33,0.4,0.43
2535,brasileiro-a,2011,19,28-08,Palmeiras,Corinthians,2,1,MANDANTE,6.0,1.0,0.53,0.27,0.57,0.47
2536,brasileiro-a,2011,19,28-08,Santos,São Paulo,1,1,EMPATE,15.0,3.0,0.6,0.4,0.63,0.3
2537,brasileiro-a,2011,19,27-08,América-MG,Atlético-GO,1,2,VISITANTE,20.0,12.0,0.6,0.33,0.47,0.23
2538,brasileiro-a,2011,19,27-08,Coritiba,Atlético-PR,1,1,EMPATE,9.0,17.0,0.6,0.53,0.53,0.5
2539,brasileiro-a,2011,19,27-08,Fluminense,Botafogo,1,2,VISITANTE,11.0,5.0,0.6,0.47,0.53,0.43
2540,brasileiro-a,2011,8,24-08,Santos,Fluminense,2,1,MANDANTE,10.0,8.0,0.6,0.53,0.67,0.44
2541,brasileiro-a,2011,18,21-08,Atlético-PR,América-MG,2,2,EMPATE,17.0,20.0,0.27,0.73,0.23,0.5
2542,brasileiro-a,2011,18,21-08,Bahia,Santos,1,2,VISITANTE,16.0,14.0,0.2,0.53,0.3,0.4
2543,brasileiro-a,2011,18,21-08,Vasco,Fluminense,1,1,EMPATE,4.0,9.0,0.6,0.8,0.4,0.73
2544,brasileiro-a,2011,18,21-08,Atlético-GO,Grêmio,1,0,MANDANTE,12.0,15.0,0.33,0.47,0.43,0.4
2545,brasileiro-a,2011,18,21-08,Avaí,Coritiba,0,0,EMPATE,19.0,10.0,0.67,0.4,0.57,0.37
2546,brasileiro-a,2011,18,21-08,Internacional,Flamengo,2,2,EMPATE,7.0,2.0,0.67,0.53,0.7,0.47
2547,brasileiro-a,2011,18,21-08,São Paulo,Palmeiras,1,1,EMPATE,3.0,6.0,0.4,0.53,0.47,0.6
2548,brasileiro-a,2011,18,20-08,Botafogo,Atlético-MG,3,1,MANDANTE,5.0,18.0,0.07,0.6,0.23,0.47
2549,brasileiro-a,2011,18,20-08,Corinthians,Figueirense,0,2,VISITANTE,1.0,8.0,0.47,0.53,0.33,0.67
2550,brasileiro-a,2011,18,20-08,Cruzeiro,Ceará,1,0,MANDANTE,11.0,13.0,0.27,0.2,0.5,0.4
2551,brasileiro-a,2011,17,18-08,América-MG,São Paulo,1,1,EMPATE,20.0,3.0,0.67,0.27,0.57,0.2
2552,brasileiro-a,2011,17,18-08,Flamengo,Atlético-GO,1,4,VISITANTE,2.0,15.0,0.47,0.87,0.3,0.8
2553,brasileiro-a,2011,17,18-08,Palmeiras,Bahia,1,1,EMPATE,6.0,14.0,0.53,0.53,0.37,0.53
2554,brasileiro-a,2011,17,17-08,Atlético-MG,Corinthians,2,3,VISITANTE,18.0,1.0,0.53,0.27,0.67,0.23
2555,brasileiro-a,2011,17,17-08,Internacional,Botafogo,1,0,MANDANTE,7.0,5.0,0.8,0.33,0.57,0.47
2556,brasileiro-a,2011,17,17-08,Santos,Coritiba,2,3,VISITANTE,16.0,9.0,0.47,0.2,0.57,0.3
2557,brasileiro-a,2011,17,17-08,Atlético-PR,Cruzeiro,2,1,MANDANTE,17.0,12.0,0.2,0.53,0.5,0.4
2558,brasileiro-a,2011,17,17-08,Avaí,Vasco,0,2,VISITANTE,19.0,4.0,0.67,0.4,0.63,0.4
2559,brasileiro-a,2011,17,17-08,Ceará,Grêmio,3,0,MANDANTE,11.0,13.0,0.4,0.27,0.47,0.4
2560,brasileiro-a,2011,17,17-08,Fluminense,Figueirense,3,0,MANDANTE,8.0,10.0,0.47,0.4,0.43,0.4
2561,brasileiro-a,2011,16,14-08,Bahia,Internacional,1,1,EMPATE,14.0,7.0,0.47,0.53,0.53,0.43
2562,brasileiro-a,2011,16,14-08,Grêmio,Fluminense,2,1,MANDANTE,12.0,9.0,0.6,0.4,0.5,0.37
2563,brasileiro-a,2011,16,14-08,Corinthians,Ceará,2,2,EMPATE,1.0,13.0,0.27,0.47,0.47,0.73
2564,brasileiro-a,2011,16,14-08,Coritiba,Atlético-MG,3,0,MANDANTE,10.0,17.0,0.27,0.33,0.23,0.47
2565,brasileiro-a,2011,16,14-08,Figueirense,Flamengo,2,2,EMPATE,8.0,2.0,0.87,0.47,0.87,0.4
2566,brasileiro-a,2011,16,14-08,Vasco,Palmeiras,1,0,MANDANTE,4.0,6.0,0.53,0.67,0.53,0.63
2567,brasileiro-a,2011,16,13-08,Botafogo,América-MG,4,2,MANDANTE,5.0,20.0,0.33,0.6,0.2,0.57
2568,brasileiro-a,2011,16,13-08,Atlético-GO,Santos,2,0,MANDANTE,16.0,15.0,0.2,0.33,0.4,0.2
2569,brasileiro-a,2011,16,13-08,Cruzeiro,Avaí,5,0,MANDANTE,11.0,19.0,0.4,0.2,0.4,0.5
2570,brasileiro-a,2011,16,13-08,São Paulo,Atlético-PR,2,2,EMPATE,3.0,18.0,0.67,0.67,0.37,0.53
2571,brasileiro-a,2011,5,10-08,Santos,Corinthians,0,0,EMPATE,13.0,3.0,0.78,0.44,0.78,0.44
2572,brasileiro-a,2011,15,07-08,Avaí,São Paulo,1,2,VISITANTE,18.0,3.0,0.67,0.6,0.53,0.4
2573,brasileiro-a,2011,15,07-08,Bahia,Atlético-GO,2,1,MANDANTE,14.0,17.0,0.33,0.33,0.23,0.43
2574,brasileiro-a,2011,15,07-08,Botafogo,Vasco,4,0,MANDANTE,6.0,4.0,0.87,0.4,0.67,0.5
2575,brasileiro-a,2011,15,07-08,América-MG,Fluminense,3,0,MANDANTE,20.0,9.0,0.6,0.13,0.5,0.13
2576,brasileiro-a,2011,15,07-08,Atlético-PR,Corinthians,1,1,EMPATE,19.0,1.0,0.6,0.6,0.73,0.33
2577,brasileiro-a,2011,15,07-08,Internacional,Cruzeiro,3,2,MANDANTE,7.0,11.0,0.4,0.27,0.53,0.47
2578,brasileiro-a,2011,15,07-08,Santos,Ceará,1,0,MANDANTE,12.0,13.0,0.47,0.2,0.47,0.33
